,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
305,Bernard Thompson,59,9.1,3.3,1.3,3.6,37.3,0.0,0.1,0.0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1.0,1984,19,POR,"California State University, Fresno",1,0,1,1,1.5,43.443917851500785,0.7180156657963446,25.0,13.054830287206265,16.28222523744912
306,Peter Thibeaux,51,9.0,4.5,1.8,3.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,0.0,1983,77,GSW,Saint Mary's College of California,1,0,0,0,0.4285714285714286,55.06607929515418,0.887223974763407,34.21052631578947,13.801261829652997,5.5376095985233045
307,Steve Burtt,47,8.9,4.2,1.5,4.0,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,0.0,1984,30,GSW,Iona College,1,0,0,0,0.5714285714285715,48.25367647058824,0.7772020725388602,40.0,12.953367875647666,6.825938566552901
308,Leon Wood,38,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0.0,0.7,1.0,1984,10,PHI,"California State University, Fullerton",1,0,1,1,1.7142857142857144,43.78762999452655,0.709849157054126,20.0,15.527950310559005,20.933275185346705
309,Charlie Sitton,43,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0.0,1984,38,DAL,Oregon State University,1,1,0,0,1.4999999999999998,45.02572898799313,0.7332402234636871,27.27272727272727,13.966480446927374,17.21664275466284
310,Tom Scheffler,39,6.9,1.3,0.5,1.3,41.2,0.0,0.0,0.0,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0.0,1977,117,IND,Purdue University,1,1,0,0,0.7499999999999999,46.099290780141835,0.6770833333333334,38.46153846153846,20.833333333333336,13.407821229050276
311,Willie White,39,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0.0,1984,42,DEN,University of Tennessee at Chattanooga,1,1,0,1,0.8749999999999999,48.87440758293838,0.7582720588235293,25.0,18.382352941176467,13.779527559055115
312,Rick Carlisle,38,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.0,1984,70,BOS,University of Virginia,1,1,1,1,1.4,47.66949152542373,0.7269789983844911,22.222222222222225,20.193861066235865,21.943573667711597
313,Steve Stipanovich,81,30.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0,1.0,1983,2,IND,University of Missouri,1,1,1,1,1.05,55.762081784386616,0.8941877794336811,29.7029702970297,14.903129657228018,13.440000000000001
314,Ennis Whatley,80,27.0,8.4,3.3,7.0,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1.0,1983,13,SAC,University of Alabama,1,1,1,0,2.4411764705882355,55.629139072847686,0.7304347826086957,35.714285714285715,29.565217391304348,41.734758013827786
315,Rodney McCray,79,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,1.0,1983,3,HOU,University of Louisville,1,1,1,1,1.4666666666666668,58.670143415906125,0.9467040673211782,37.64705882352941,13.148667601683032,16.034985422740526
316,Anthony Bonner,52,12.8,4.2,1.5,4.3,35.6,0.3,1.0,24.5,0.8,1.3,63.8,0.9,2.0,3.0,0.3,0.4,0.1,0.9,1.0,1990,23,SAC,Saint Louis University,1,0,1,1,0.3333333333333333,45.79153946794592,0.7276507276507277,30.232558139534888,15.592515592515593,4.903964037597057
317,Mitchell Wiggins,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7,1.0,1983,23,IND,Florida State University,1,1,1,1,1.352941176470588,53.12767780634105,0.8769448373408769,32.11009174311926,12.022630834512022,13.886792452830187
318,Thurl Bailey,81,24.8,8.5,3.7,7.3,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,1.0,1983,7,UTA,North Carolina State University,1,1,1,0,1.2307692307692308,55.86225026288118,0.9223090277777779,19.17808219178082,14.105902777777779,14.726184997699034
319,Jeff Malone,81,24.4,12.1,5.0,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,1.0,1983,10,WAS,Mississippi State University,1,0,1,1,1.3571428571428572,51.436830471008335,0.8881385789782735,18.584070796460175,10.275983558426304,12.181439333226477
320,Doc Rivers,81,23.9,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1.0,1983,31,ATL,Marquette University,1,0,1,1,1.857142857142857,61.34564643799473,0.8806818181818182,59.70149253731343,19.886363636363637,26.71232876712329
321,Roy Hinson,80,23.2,5.5,2.3,4.6,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4,1.0,1983,20,CLE,Rutgers University,1,1,1,0,0.6428571428571429,55.78093306288032,0.8258258258258258,32.608695652173914,21.02102102102102,11.822660098522167
322,Byron Scott,74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,1.0,1983,4,LAC,Arizona State University,1,1,1,1,1.4999999999999998,54.537970775879806,0.9032038173142467,20.43010752688172,13.6332651670075,16.898433374405915
323,Paul Thompson,82,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0.0,1983,50,CLE,Tulane University,1,0,0,1,1.6666666666666665,52.966101694915245,0.9191176470588236,22.222222222222225,9.191176470588236,13.210039630118889
324,Derek Harper,82,20.9,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1.0,1983,11,DAL,University of Illinois at Urbana-Champaign,1,1,1,1,2.0714285714285716,49.44482997918113,0.7673667205169628,21.818181818181817,18.847603661820138,27.96528447444551
325,Fred Roberts,79,19.4,7.3,2.7,5.1,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,1.0,1982,27,MIL,Brigham Young University,1,0,1,1,0.923076923076923,65.365329512894,0.990770901194354,43.137254901960794,17.643865363735074,13.880855986119144
326,Rod Foster,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,0.0,1983,28,PHO,"University of California, Los Angeles",1,1,0,1,1.5714285714285716,53.77040684115057,0.8703859060402686,26.027397260273972,14.681208053691275,18.640118618936665
327,Jon Sundvold,73,17.6,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.0,1983,16,OKC,University of Missouri,1,1,1,1,2.9999999999999996,49.855491329479776,0.8373786407766991,14.925373134328357,13.349514563106796,28.509719222462206
328,Jim Thomas,72,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,0.0,1983,40,IND,Indiana University,1,1,0,1,1.8,53.119730185497474,0.8677685950413223,26.785714285714285,13.774104683195592,19.753086419753085
329,Darrell Walker,82,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,1.0,1983,12,NYK,University of Arkansas,1,1,1,1,1.4583333333333335,56.39634494574529,0.7815591610605461,50.793650793650805,23.743569449940637,25.510204081632654
330,Sidney Lowe,78,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0.0,1983,25,CHI,North Carolina State University,1,1,0,1,2.428571428571429,56.81818181818182,0.7647487254187911,54.545454545454554,25.491624180626367,37.967615857063095
331,Dale Ellis,67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.0,1983,9,DAL,University of Tennessee,1,1,1,1,0.6666666666666667,52.5910723447922,0.873083475298126,24.324324324324323,12.776831345826237,7.80107264748903
332,Darren Daye,75,15.7,6.1,2.4,5.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1.0,1983,57,WAS,"University of California, Los Angeles",1,1,1,1,1.769230769230769,52.62249827467218,0.8142018152696209,33.33333333333333,17.351841964762414,23.33840690005073
333,Randy Wittman,78,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,1.0,1983,22,WAS,Indiana University,1,1,1,1,2.25,53.16635160680531,0.9445843828715365,14.634146341463417,8.39630562552477,15.831134564643797
334,Sidney Green,49,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1.0,1983,5,CHI,"University of Nevada, Las Vegas",1,0,1,0,0.4166666666666667,51.46476642913698,0.7874015748031497,34.04255319148936,18.170805572380374,6.983240223463687
335,Granville Waiters,78,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1.0,1983,39,POR,Ohio State University,1,1,1,0,1.0,55.316533497234175,0.8555133079847909,22.58064516129032,19.011406844106464,15.896671634376554
336,C.J. McCollum,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0.0,2013,10,POR,Lehigh University,1,0,1,1,0.7777777777777777,54.1037158023683,0.8839226150767178,19.148936170212767,15.010006671114077,10.40505388331475
337,Howard Carter,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0.0,1983,15,DEN,Louisiana State University,1,1,0,1,1.625,52.17098619993268,0.8877434135166095,19.29824561403509,11.45475372279496,15.620306398317815
338,Dane Suttle,40,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,0.0,1983,152,SAC,Pepperdine University,1,0,0,1,1.4999999999999998,57.37994350282485,0.9661117717003567,22.22222222222222,11.890606420927467,15.056461731493098
339,Scooter McCray,47,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,0.0,1983,36,OKC,University of Louisville,1,1,0,0,1.2857142857142858,47.501759324419425,0.7135306553911206,42.30769230769231,18.498942917547566,19.057702488088935
340,Sedale Threatt,45,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,1.0,1983,139,PHI,West Virginia University Institute of Technology,1,0,1,1,1.2857142857142858,48.07692307692307,0.773921200750469,18.181818181818183,16.416510318949342,17.35776277724204
341,John Paxson,49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7,1.0,1983,19,SAS,University of Notre Dame,1,1,1,1,4.285714285714286,49.82817869415808,0.7795698924731183,17.857142857142858,18.817204301075268,44.526901669758814
342,Leroy Combs,48,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,0.0,1983,26,IND,Oklahoma State University,1,1,0,1,0.8,58.93137768465165,0.8594346829640948,55.88235294117647,19.09854851031322,13.109381401065137
343,Larry Micheaux,39,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,0.0,1983,29,CHI,University of Houston,1,0,0,0,1.0,61.50793650793651,0.9567901234567903,43.47826086956522,15.432098765432102,13.245033112582782
344,Randy Breuer,57,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.0,1983,18,MIL,University of Minnesota,1,1,1,0,0.5,44.26129426129425,0.7156959526159922,25.806451612903224,14.80750246791708,6.8493150684931505
345,Pace Mannion,57,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4,1.0,1983,43,GSW,University of Utah,1,1,1,1,2.0,45.89160839160839,0.7564841498559077,18.181818181818183,14.409221902017292,22.284122562674096
346,Robbie Hummel,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,0.0,2012,58,MIN,Purdue University,1,1,0,1,2.0,50.505050505050505,0.9361233480176211,9.090909090909092,5.506607929515419,9.894867037724183
347,Bruce Kuczenski,15,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,0.0,1983,59,NJN,University of Connecticut,1,0,0,0,0.5,35.50074738415545,0.4932502596053998,32.0,25.960539979231566,11.415525114155251
348,Russell Cross,45,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,0.0,1983,6,GSW,Purdue University,1,1,0,0,1.25,62.925170068027214,0.978835978835979,80.0,10.582010582010582,11.494252873563218
349,Bob Hansen,55,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1.0,1983,54,UTA,University of Iowa,1,1,1,1,1.3333333333333335,49.815498154981555,0.7894736842105263,19.23076923076923,17.543859649122805,18.879056047197643
350,Greg Kite,35,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,1.0,1983,21,BOS,Brigham Young University,1,0,1,0,0.33333333333333337,47.2636815920398,0.6985294117647058,26.31578947368421,22.05882352941176,6.808510638297872
351,Terry Cummings,70,36.2,23.7,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1.0,1982,2,LAC,DePaul University,1,0,1,0,0.8620689655172414,59.255925592559265,0.9795007439246157,31.550802139037437,11.985452140849729,9.292816652727442
352,Clark Kellogg,81,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1.0,1982,8,IND,Ohio State University,1,1,1,1,1.037037037037037,54.48335682532799,0.9098316132536666,24.57142857142857,12.221618685497013,11.180992313067783
353,Quintin Dailey,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1.0,1982,7,CHI,University of San Francisco,1,0,1,1,1.3703703703703702,53.49298568796939,0.8565917857953256,27.819548872180448,15.316541865214434,17.243388092741466
354,Rod Higgins,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1.0,1982,31,CHI,"California State University, Fresno",1,0,1,1,1.3125,55.95393307257714,0.8950295446645813,37.64705882352941,13.903371567605147,15.306122448979595
355,Craig Hodges,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1.0,1982,48,LAC,"California State University, Long Beach",1,0,1,1,1.7142857142857142,51.16807938805044,0.8149489627922292,18.279569892473116,17.28679618044123,22.773999683694452
356,Jeff Withey,58,11.8,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0.0,2013,39,POR,University of Kansas,1,1,1,0,1.3333333333333335,66.3716814159292,1.07421875,59.09090909090908,9.765625,11.37171286425018
357,Trent Tucker,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9,1.0,1982,6,NYK,University of Minnesota,1,1,1,1,2.7777777777777777,49.55167531854648,0.879396984924623,9.638554216867469,9.422110552763819,20.695364238410594
358,Terry Teagle,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,2.1,0.7,0.3,1.9,1.0,1982,16,HOU,Baylor University,1,1,1,1,1.105263157894737,47.38472753781666,0.785024154589372,16.037735849056602,14.341787439613526,13.629725782897943
359,Marc Iavaroni,80,20.2,5.1,2.0,4.4,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,4.1,1.0,0.4,0.6,1.7,1.0,1978,55,NYK,University of Virginia,1,1,1,0,0.5882352941176471,54.16312659303313,0.7593805836807623,31.818181818181813,25.312686122692078,12.878300064391498
360,Ed Nealy,82,20.0,4.4,1.8,3.0,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1.0,1982,166,SAC,Kansas State University,1,1,1,0,1.3333333333333335,66.50544135429264,1.0436432637571158,46.666666666666664,14.231499051233396,15.794669299111552
361,Rob Williams,74,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,0.0,1982,19,DEN,University of Houston,1,0,0,1,1.9600000000000002,51.25951962507324,0.7102272727272727,38.095238095238095,25.365259740259738,33.01886792452831
362,Jerry Eaves,82,19.4,9.3,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,2.6,0.6,0.0,1.9,0.0,1982,55,UTA,University of Louisville,1,1,0,1,1.368421052631579,60.704960835509134,0.9099804305283757,42.857142857142854,18.590998043052835,20.116054158607348
363,Paul Pressey,79,19.3,6.7,2.7,5.9,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2.0,1.0,1982,20,MIL,University of Tulsa,1,0,1,1,1.3,52.4749373433584,0.7555254848894903,37.28813559322034,22.552999548940008,22.52057167605024
364,Lester Conner,75,18.9,4.9,1.9,4.0,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,2.9,3.4,1.6,0.1,1.3,1.0,1982,14,GSW,Oregon State University,1,1,1,1,2.6153846153846154,56.581986143187066,0.8221476510067115,37.5,21.812080536912752,36.122177954847274
365,Mark Eaton,81,18.9,4.3,1.8,4.4,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,1.0,1979,107,PHO,"University of California, Los Angeles",1,1,1,0,0.8235294117647058,46.316242998707445,0.6530984204131226,25.0,25.82017010935601,17.450919289498287
366,Bill Garnett,75,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0.0,1982,4,DAL,University of Wyoming,1,0,0,0,1.2727272727272725,65.54307116104869,0.9825327510917031,53.48837209302325,17.155333749220215,17.738359201773836
367,Bryan Warrick,43,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0.0,1982,25,WAS,Saint Joseph's University,1,0,0,1,1.8124999999999998,46.663555762949144,0.6480881399870382,32.5,25.92352559948153,31.80696462846175
368,Sleepy Floyd,76,16.4,8.1,3.0,6.9,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1.0,1982,13,NJN,Georgetown University,1,0,1,1,1.2857142857142858,54.52342487883682,0.8657545959811885,34.78260869565217,14.96365968362548,16.01423487544484
369,Richard Anderson,78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1.0,1982,32,LAC,"University of California, Santa Barbara",1,0,1,1,1.25,45.63004563004563,0.7328072153325818,16.363636363636363,16.910935738444195,17.386264850767894
370,Russ Schoene,77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0.0,1982,45,PHI,University of Tennessee at Chattanooga,1,1,0,1,0.7272727272727273,53.064019171516605,0.8630289532293988,19.642857142857146,15.31180400890869,9.971953879713308
371,John Bagley,68,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.0,1982,12,CLE,Boston College,1,1,1,1,1.4705882352941178,49.44482997918113,0.7375776397515528,21.818181818181817,21.99792960662526,24.342745861733203
372,Archie Goodwin,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0.0,2013,29,OKC,University of Kentucky,1,1,0,1,0.5,53.747821034282396,0.8251561106155219,34.375,17.841213202497773,8.125952260030472
373,Cliff Levingston,62,14.2,5.6,2.1,4.4,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,1.0,1982,9,DET,Wichita State University,1,0,1,0,0.6666666666666667,56.8181818181818,0.8413461538461537,54.54545454545454,18.02884615384615,10.610079575596817
374,LaSalle Thompson,71,13.9,5.4,2.1,4.0,51.2,0.0,0.0,0.0,1.3,1.9,65.0,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1.0,1982,5,SAC,University of Texas at Austin,1,0,1,0,0.35714285714285715,61.11362607514713,0.8659397049390635,47.5,22.45028864656831,7.350238882763689
375,Bruce Flowers,53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0.0,1979,26,CLE,University of Notre Dame,1,1,0,0,1.125,59.466019417475735,0.9533073929961091,25.641025641025646,15.564202334630354,14.814814814814813
376,Corny Thompson,44,11.8,2.8,1.0,3.1,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0.0,1982,50,DAL,University of Connecticut,1,0,0,0,1.142857142857143,42.16867469879517,0.660377358490566,32.25806451612903,16.50943396226415,15.763546798029557
377,David Thirdkill,49,10.6,4.0,1.5,3.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1.0,1.0,1982,15,PHO,Bradley University,1,0,1,1,0.7,51.92107995846313,0.7686395080707149,45.714285714285715,19.215987701767872,11.74496644295302
378,Dave Batton,54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0.0,1978,62,NJN,University of Notre Dame,1,1,0,1,1.0,46.27033090297252,0.7986447241045499,8.571428571428571,12.100677637947726,10.770059235325794
379,Darren Tillis,52,10.1,3.2,1.5,3.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0.0,1982,23,BOS,Cleveland State University,1,0,0,0,0.7499999999999999,44.3213296398892,0.7766990291262136,14.285714285714285,9.70873786407767,6.760563380281689
380,Brook Steppe,62,9.8,4.0,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1.0,1982,17,SAC,Georgia Institute of Technology,1,1,1,1,1.2222222222222223,63.45177664974619,0.9082652134423251,57.14285714285715,20.43596730245232,19.784172661870503
381,Rory White,65,9.6,5.0,2.0,3.6,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0.0,0.8,1.0,1982,86,PHO,University of South Alabama,1,0,1,0,0.625,62.90890790135882,0.9712509712509713,47.22222222222222,15.540015540015542,8.760402978537012
382,Andre Roberson,40,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0.0,2013,26,MIN,University of Colorado,1,1,1,1,0.8,53.79388448471121,0.8147512864493996,17.647058823529413,21.44082332761578,14.585232452142204
383,Linton Townes,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0.0,1982,33,POR,James Madison University,1,0,0,1,1.0,50.516389762011684,0.8640552995391706,16.279069767441857,11.520737327188941,10.287183883411918
384,Eddie Phillips,48,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,1.6,0.6,0.3,0.2,1.0,0.0,1982,21,NJN,University of Alabama,1,1,0,0,0.6,50.56890012642226,0.7226738934056007,41.37931034482759,22.583559168925024,11.834319526627219
385,Jim Johnstone,23,8.3,1.3,0.5,1.3,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,2.0,0.5,0.1,0.3,0.7,0.0,1982,51,SAC,Wake Forest University,1,1,0,0,0.7142857142857143,43.39118825100134,0.5425709515859767,69.23076923076923,29.215358931552586,17.079419299743808
386,Jose Slaughter,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0.0,1982,43,IND,University of Portland,1,0,0,1,1.142857142857143,45.02251125562782,0.7352941176470589,23.68421052631579,14.297385620915032,13.96769969445657
387,Rickey Williams,44,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0.0,1978,190,UTA,"California State University, Long Beach",1,0,0,1,0.888888888888889,49.048751486325806,0.728798586572438,38.70967741935484,19.87632508833922,14.8975791433892
388,Chris Engler,54,6.8,1.5,0.7,1.7,40.4,0.0,0.0,0.0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1.0,1982,60,GSW,University of Wyoming,1,0,1,0,0.5,42.46885617214043,0.6720430107526882,17.647058823529413,17.92114695340502,8.188331627430912
389,Ricky Pierce,39,6.8,2.2,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1.0,1982,18,DET,Rice University,1,0,1,1,0.8,44.4264943457189,0.6979695431472083,34.78260869565218,15.862944162436548,11.173184357541901
390,Mark McNamara,36,5.1,2.2,0.8,1.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1.0,1.0,1982,22,PHI,University of California,1,1,1,0,0.2,52.73250239693192,0.6524317912218269,72.22222222222221,29.655990510083036,5.5286800276434
